# Cartographie complète des réponses générée le 2025-11-14T15:16:58-05:00
# Champ | Valeur | Libellé | Définie | Observée | Section | Origine
proprietes.autres_personnes | qc | qc | non | 1 | Propriétés Détenues | index.php:getFieldDefinitions:proprietes.autres_personnes
proprietes.autres_personnes | NON | NON | non | 1 | Propriétés Détenues | index.php:getFieldDefinitions:proprietes.autres_personnes
proprietes.autres_personnes | Non | Non | non | 1 | Propriétés Détenues | index.php:getFieldDefinitions:proprietes.autres_personnes
solde_hypothecaire |  |  | non | 12 | Propriété à refinancer | index.php:getFieldDefinitions:solde_hypothecaire
solde_hypothecaire | 142000 | 142000 | non | 8 | Propriété à refinancer | index.php:getFieldDefinitions:solde_hypothecaire
montant_versement |  |  | non | 12 | Propriété à refinancer | index.php:getFieldDefinitions:montant_versement
montant_versement | 259.40 | 259.40 | non | 8 | Propriété à refinancer | index.php:getFieldDefinitions:montant_versement
type_versement |  | -- Sélectionnez -- | oui | 12 | Propriété à refinancer | index.php:getFieldDefinitions:type_versement
type_versement | Mensuel | Mensuel | oui | 0 | Propriété à refinancer | index.php:getFieldDefinitions:type_versement
type_versement | Aux 2 semaines | Aux 2 semaines | oui | 0 | Propriété à refinancer | index.php:getFieldDefinitions:type_versement
type_versement | 2 fois par mois | 2 fois par mois | oui | 0 | Propriété à refinancer | index.php:getFieldDefinitions:type_versement
type_versement | Hebdomadaire | Hebdomadaire | oui | 0 | Propriété à refinancer | index.php:getFieldDefinitions:type_versement
type_versement | hebdomadaire | hebdomadaire | non | 8 | Propriété à refinancer | index.php:getFieldDefinitions:type_versement
paiement_accelere |  | -- Sélectionnez -- | oui | 12 | Propriété à refinancer | index.php:getFieldDefinitions:paiement_accelere
paiement_accelere | Oui | Oui | oui | 0 | Propriété à refinancer | index.php:getFieldDefinitions:paiement_accelere
paiement_accelere | Non | Non | oui | 0 | Propriété à refinancer | index.php:getFieldDefinitions:paiement_accelere
paiement_accelere | non | non | non | 6 | Propriété à refinancer | index.php:getFieldDefinitions:paiement_accelere
paiement_accelere | oui | oui | non | 2 | Propriété à refinancer | index.php:getFieldDefinitions:paiement_accelere
valeur_estimee |  |  | non | 12 | Propriété à refinancer | index.php:getFieldDefinitions:valeur_estimee
valeur_estimee | 375000 | 375000 | non | 8 | Propriété à refinancer | index.php:getFieldDefinitions:valeur_estimee
valeur_achat |  |  | non | 12 | Propriété à refinancer | index.php:getFieldDefinitions:valeur_achat
valeur_achat | 239000 | 239000 | non | 8 | Propriété à refinancer | index.php:getFieldDefinitions:valeur_achat
annee_construction |  |  | non | 8 | Propriété à refinancer | index.php:getFieldDefinitions:annee_construction
annee_construction | 1985 | 1985 | non | 4 | Propriété à refinancer | index.php:getFieldDefinitions:annee_construction
grandeur_etage_pieds |  |  | non | 8 | Propriété à refinancer | index.php:getFieldDefinitions:grandeur_etage_pieds
grandeur_etage_pieds | 1800 | 1800 | non | 4 | Propriété à refinancer | index.php:getFieldDefinitions:grandeur_etage_pieds
nombre_niveaux |  |  | non | 8 | Propriété à refinancer | index.php:getFieldDefinitions:nombre_niveaux
nombre_niveaux | 2 | 2 | non | 4 | Propriété à refinancer | index.php:getFieldDefinitions:nombre_niveaux
consolider_dette |  | -- Sélectionnez -- | oui | 8 | Propriété à refinancer | index.php:getFieldDefinitions:consolider_dette
consolider_dette | oui | Oui | oui | 3 | Propriété à refinancer | index.php:getFieldDefinitions:consolider_dette
consolider_dette | non | Non | oui | 0 | Propriété à refinancer | index.php:getFieldDefinitions:consolider_dette
amortissement_desire |  |  | non | 12 | Propriété à refinancer | index.php:getFieldDefinitions:amortissement_desire
amortissement_desire | 30 | 30 | non | 8 | Propriété à refinancer | index.php:getFieldDefinitions:amortissement_desire
terme_souhaite | 1 an | 1 an | oui | 0 | Propriété à refinancer | index.php:getFieldDefinitions:terme_souhaite
terme_souhaite | 2 ans | 2 ans | oui | 1 | Propriété à refinancer | index.php:getFieldDefinitions:terme_souhaite
terme_souhaite | 3 ans | 3 ans | oui | 1 | Propriété à refinancer | index.php:getFieldDefinitions:terme_souhaite
terme_souhaite | 4 ans | 4 ans | oui | 1 | Propriété à refinancer | index.php:getFieldDefinitions:terme_souhaite
terme_souhaite | 5 ans | 5 ans | oui | 7 | Propriété à refinancer | index.php:getFieldDefinitions:terme_souhaite
terme_souhaite | 6 ans | 6 ans | oui | 0 | Propriété à refinancer | index.php:getFieldDefinitions:terme_souhaite
terme_souhaite | 7 ans | 7 ans | oui | 1 | Propriété à refinancer | index.php:getFieldDefinitions:terme_souhaite
terme_souhaite | 10 ans | 10 ans | oui | 0 | Propriété à refinancer | index.php:getFieldDefinitions:terme_souhaite
montant_ajouter |  |  | non | 15 | Propriété à refinancer | index.php:getFieldDefinitions:montant_ajouter
montant_ajouter | 60000 | 60000 | non | 2 | Propriété à refinancer | index.php:getFieldDefinitions:montant_ajouter
montant_ajouter | 20000 | 20000 | non | 2 | Propriété à refinancer | index.php:getFieldDefinitions:montant_ajouter
montant_ajouter | 15000 | 15000 | non | 1 | Propriété à refinancer | index.php:getFieldDefinitions:montant_ajouter
usage_fonds |  |  | non | 15 | Propriété à refinancer | index.php:getFieldDefinitions:usage_fonds
usage_fonds | marge de crédit pour faire des traux cuisine et sdb | marge de crédit pour faire des traux cuisine et sdb | non | 2 | Propriété à refinancer | index.php:getFieldDefinitions:usage_fonds
usage_fonds | Rénos | Rénos | non | 2 | Propriété à refinancer | index.php:getFieldDefinitions:usage_fonds
usage_fonds | rénos | rénos | non | 1 | Propriété à refinancer | index.php:getFieldDefinitions:usage_fonds
mise_de_fonds_option |  | -- Sélectionnez -- | oui | 7 | Nouvel achat | index.php:getFieldDefinitions:mise_de_fonds_option
mise_de_fonds_option | minimal | Je ne veux pas mettre plus que la mise de fonds minimale requise | oui | 7 | Nouvel achat | index.php:getFieldDefinitions:mise_de_fonds_option
mise_de_fonds_option | fixe | J'ai un montant fixe que je veux utiliser pour ma mise de fonds | oui | 6 | Nouvel achat | index.php:getFieldDefinitions:mise_de_fonds_option
montant_mise_de_fonds | 15000 | 15000 | non | 9 | Nouvel achat | index.php:getFieldDefinitions:montant_mise_de_fonds
montant_mise_de_fonds | 30000 | 30000 | non | 4 | Nouvel achat | index.php:getFieldDefinitions:montant_mise_de_fonds
montant_mise_de_fonds |  |  | non | 7 | Nouvel achat | index.php:getFieldDefinitions:montant_mise_de_fonds
compte_depuis_3mois |  | -- Sélectionnez -- | oui | 7 | Nouvel achat | index.php:getFieldDefinitions:compte_depuis_3mois
compte_depuis_3mois | Oui | Oui | oui | 0 | Nouvel achat | index.php:getFieldDefinitions:compte_depuis_3mois
compte_depuis_3mois | Non | Non | oui | 0 | Nouvel achat | index.php:getFieldDefinitions:compte_depuis_3mois
compte_depuis_3mois | oui | oui | non | 11 | Nouvel achat | index.php:getFieldDefinitions:compte_depuis_3mois
compte_depuis_3mois | non | non | non | 2 | Nouvel achat | index.php:getFieldDefinitions:compte_depuis_3mois
assurance_vie_conseiller |  | -- Sélectionnez -- | oui | 0 | Assurances | index.php:getFieldDefinitions:assurance_vie_conseiller
assurance_vie_conseiller | conseiller_deja | J’ai déjà mon conseiller en sécurité financière et mes assurances-vie reliées à la propriété | oui | 5 | Assurances | index.php:getFieldDefinitions:assurance_vie_conseiller
assurance_vie_conseiller | options_moins_cher | J’aimerais regarder les options pour voir ce qui est le moins cher pour les meilleures conditions et avoir les conseils économiques d’un professionnel gratuitement si vous pouvez m’en référer un svp | oui | 3 | Assurances | index.php:getFieldDefinitions:assurance_vie_conseiller
assurance_vie_conseiller | pas_magasiner | Je ne veux pas magasiner d’assurance-vie, ça ne me dérange pas de ne pas avoir de protection en cas d’imprévus ou de décès | oui | 3 | Assurances | index.php:getFieldDefinitions:assurance_vie_conseiller
assurance_vie_conseiller | assurance_nouveau_preteur | Je préfère prendre l’assurance qui me sera proposé par le nouveau prêteur ça ne me tente pas de magasiner un prix je veux l’option facile même si les conditions pourraient être un peu moins avantageuses | oui | 0 | Assurances | index.php:getFieldDefinitions:assurance_vie_conseiller
assurance_habitation_courtier |  | -- Sélectionnez -- | oui | 0 | Assurances | index.php:getFieldDefinitions:assurance_habitation_courtier
assurance_habitation_courtier | referer_courtier | Svp référez-moi un courtier pour faire un choix économique facilement | oui | 5 | Assurances | index.php:getFieldDefinitions:assurance_habitation_courtier
assurance_habitation_courtier | deja_contacte | J’ai déjà contacté un assureur et je ne suis pas intéressé de chercher à trouver moins cher avec un courtier en assurance | oui | 6 | Assurances | index.php:getFieldDefinitions:assurance_habitation_courtier
notaire_nom | Me Notaria Plus | Me Notaria Plus | non | 1 | Informations du notaire | index.php:getFieldDefinitions:notaire_nom
notaire_telephone | 5141111111 | 5141111111 | non | 1 | Informations du notaire | index.php:getFieldDefinitions:notaire_telephone
notaire_email | fakenotaire@notarius.com | fakenotaire@notarius.com | non | 1 | Informations du notaire | index.php:getFieldDefinitions:notaire_email
notaire_adresse | 11 rue Jambon, Montreal, QC, H1H2H2 | 11 rue Jambon, Montreal, QC, H1H2H2 | non | 1 | Informations du notaire | index.php:getFieldDefinitions:notaire_adresse
